2015-06-27 16:39:02	初始化MYSQL连接
2015-06-27 16:39:02	MYSQL连接成功
2015-06-27 16:42:30	初始化MYSQL连接
2015-06-27 16:42:30	MYSQL连接成功
2015-06-27 16:43:11	初始化MYSQL连接
2015-06-27 16:43:11	MYSQL连接成功
2015-06-27 16:43:50	初始化MYSQL连接
2015-06-27 16:43:50	MYSQL连接成功
2015-06-27 16:44:17	初始化MYSQL连接
2015-06-27 16:44:17	MYSQL连接成功
2015-06-27 16:44:43	初始化MYSQL连接
2015-06-27 16:44:43	MYSQL连接成功
2015-06-27 16:56:08	初始化MYSQL连接
2015-06-27 16:56:08	MYSQL连接成功
2015-06-27 16:57:11	初始化MYSQL连接
2015-06-27 16:57:11	MYSQL连接成功
2015-06-27 16:58:57	初始化MYSQL连接
2015-06-27 16:58:57	MYSQL连接成功
2015-06-27 17:01:01	初始化MYSQL连接
2015-06-27 17:01:01	MYSQL连接成功
2015-06-27 17:02:56	初始化MYSQL连接
2015-06-27 17:02:56	MYSQL连接成功
2015-06-27 17:03:43	初始化MYSQL连接
2015-06-27 17:03:43	MYSQL连接成功
2015-06-27 17:30:11	初始化MYSQL连接
2015-06-27 17:30:11	MYSQL连接成功
2015-06-27 17:31:06	初始化MYSQL连接
2015-06-27 17:31:06	MYSQL连接成功
2015-06-27 17:32:47	update cky_print_list set is_print = 1,print_time=1435426367 where id=100 and is_print=0
2015-06-27 17:33:12	update cky_print_list set is_print = 1,print_time=1435426392 where id=101 and is_print=0
2015-06-27 17:42:19	初始化MYSQL连接
2015-06-27 17:42:19	MYSQL连接成功
2015-06-27 17:44:33	初始化MYSQL连接
2015-06-27 17:44:33	MYSQL连接成功
2015-06-27 17:45:55	初始化MYSQL连接
2015-06-27 17:45:55	MYSQL连接成功
2015-06-27 17:47:11	初始化MYSQL连接
2015-06-27 17:47:11	MYSQL连接成功
2015-06-27 17:48:48	初始化MYSQL连接
2015-06-27 17:48:48	MYSQL连接成功
2015-06-27 17:53:27	初始化MYSQL连接
2015-06-27 17:53:27	MYSQL连接成功
2015-06-27 18:03:20	初始化MYSQL连接
2015-06-27 18:03:20	MYSQL连接成功
2015-06-27 18:03:35	初始化MYSQL连接
2015-06-27 18:03:35	MYSQL连接成功
2015-06-27 18:03:50	update cky_print_list set is_print = 1,print_time=1435428230 where id=102 and is_print=0
2015-06-27 18:07:30	初始化MYSQL连接
2015-06-27 18:07:30	MYSQL连接成功
2015-06-27 18:07:43	初始化MYSQL连接
2015-06-27 18:07:43	MYSQL连接成功
2015-06-27 18:08:06	初始化MYSQL连接
2015-06-27 18:08:06	MYSQL连接成功
2015-06-27 18:08:17	初始化MYSQL连接
2015-06-27 18:08:17	MYSQL连接成功
2015-06-27 18:08:23	初始化MYSQL连接
2015-06-27 18:08:23	MYSQL连接成功
2015-06-27 18:11:58	初始化MYSQL连接
2015-06-27 18:11:58	MYSQL连接成功
2015-06-27 18:12:09	初始化MYSQL连接
2015-06-27 18:12:09	MYSQL连接成功
2015-06-27 18:13:11	初始化MYSQL连接
2015-06-27 18:13:11	MYSQL连接成功
